Memory		CPU
18.71		0.46		
20.41		0.46		
20.41		0.50		
20.41		0.50		
20.41		0.50		
18.66		0.62		
18.66		0.62		
18.66		0.62		
18.66		0.62		
18.66		0.73		
18.66		0.73		
18.66		0.73		
19.61		0.73		
20.11		0.83		
19.81		0.83		
21.36		0.83		
22.97		0.83		
22.97		0.77		
23.02		0.77		
22.97		0.77		
23.02		0.77		
23.02		0.71		
23.02		0.71		
23.02		0.71		
23.02		0.71		
19.71		0.65		
19.71		0.65		
19.66		0.65		
19.66		0.65		
19.71		0.60		
19.71		0.60		
19.71		0.60		
19.71		0.60		
19.71		0.55		
19.66		0.55		
19.66		0.55		
18.86		0.55		
17.60		0.59		
17.60		0.59		
17.60		0.59		
17.60		0.62		
17.60		0.62		
17.65		0.62		
18.76		0.62		
18.81		0.57		
17.65		0.57		
17.65		0.57		
17.65		0.57		
17.65		0.60		
17.65		0.60		
17.65		0.60		
17.65		0.60		
17.65		0.56		
17.60		0.56		
17.65		0.56		
17.80		0.56		
19.06		0.59		
18.76		0.59		
22.67		0.59		
21.46		0.59		
18.71		0.62		
18.71		0.62		
18.71		0.62		
18.66		0.62		
15.40		0.81		
15.35		0.81		
15.35		0.81		
15.35		0.81		
15.35		0.75		
15.35		0.75		
15.35		0.75		
15.35		0.69		
15.35		0.69		
15.40		0.69		
15.35		0.69		
14.49		0.63		
13.29		0.63		
13.29		0.63		
13.29		0.63		
13.29		0.58		
13.29		0.58		
13.29		0.58		
13.29		0.58		
13.29		0.54		
13.29		0.54		
13.24		0.54		
13.24		0.54		
13.29		0.49		
13.29		0.49		
13.29		0.49		
13.29		0.49		
13.29		0.45		
13.29		0.45		
13.29		0.45		
13.29		0.45		
13.34		0.42		
13.34		0.42		
13.34		0.42		
13.29		0.46		
13.29		0.46		
13.29		0.46		
13.29		0.46		
13.29		0.43		
13.29		0.43		
13.29		0.43		
13.29		0.43		
13.29		0.39		
13.29		0.39		
13.29		0.39		
13.29		0.39		
13.29		0.36		
13.29		0.36		
13.29		0.36		
13.24		0.36		
13.29		0.33		
13.29		0.33		
13.29		0.33		
13.29		0.33		
13.29		0.30		
13.29		0.30		
13.24		0.30		
13.29		0.28		
13.29		0.28		
13.29		0.28		
13.29		0.28		
13.29		0.26		
13.29		0.26		
13.24		0.26		
13.29		0.26		
13.29		0.24		
13.29		0.24		
13.29		0.24		
13.29		0.24		
13.29		0.22		
13.29		0.22		
13.29		0.22		
13.29		0.22		
13.24		0.20		
13.29		0.20		
13.29		0.20		
13.29		0.20		
13.29		0.18		
13.29		0.18		
13.29		0.18		
13.29		0.17		
13.24		0.17		
13.29		0.17		
13.29		0.17		
13.29		0.15		
14.19		0.15		
14.29		0.15		
14.49		0.15		
13.39		0.22		
14.69		0.22		
14.39		0.22		
14.59		0.22		
14.74		0.29		
15.50		0.29		
19.11		0.29		
19.16		0.29		
19.16		0.26		
19.16		0.26		
19.16		0.26		
19.16		0.26		
19.16		0.48		
19.16		0.48		
20.56		0.48		
20.61		0.48		
21.87		0.52		
21.92		0.52		
21.97		0.52		
21.97		0.52		
21.97		0.48		
19.26		0.48		
19.26		0.48		
19.26		0.68		
13.34		0.68		
13.34		0.68		
14.29		0.68		
14.79		0.79		
14.54		0.79		
16.45		0.79		
17.60		0.79		
17.60		0.73		
17.65		0.73		
17.65		0.73		
17.60		0.73		
18.71		0.75		
18.86		0.75		
20.16		0.75		
21.97		0.75		
21.97		0.69		
22.02		0.69		
22.02		0.69		
22.02		0.69		
22.02		0.71		
22.02		0.71		
22.02		0.71		
22.02		0.71		
22.02		0.66		
22.02		0.66		
22.02		0.66		
22.02		0.66		
22.02		0.60		
22.02		0.60		
22.02		0.60		
21.97		0.60		
21.97		0.72		
21.97		0.72		
22.02		0.72		
22.02		0.66		
22.02		0.66		
22.02		0.66		
22.02		0.66		
22.02		0.61		
22.02		0.61		
22.02		0.61		
22.02		0.61		
22.02		0.80		
22.02		0.80		
22.02		0.80		
17.70		0.80		
17.70		0.89		
17.70		0.89		
17.25		0.89		
13.44		0.89		
13.39		0.82		
13.34		0.82		
14.74		0.82		
14.79		0.82		
15.55		0.84				
